cdigo,cd_pai,nome,CJF,CNJ,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTR,JFTRU,JME1G,JMETJM,JMU1G,JMUSTM,JT1G,JT2G,JTTST,STF,STJ,TEU
10012,10011,Dano ao Erário,,,X,X,,,,X,X,X,X,X,X,X,X,,,X,X,X,X,X,
10013,10011,Enriquecimento ilícito,,,X,X,,,,X,X,X,X,X,X,X,X,,,X,X,X,X,X,
10014,10011,Violação dos Princípios Administrativos,,,X,X,,,,X,X,X,X,X,X,X,X,,,X,X,X,X,X,
10015,9997,Fiscalização,,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10016,10015,Inspeção Fitossanitária,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10017,10015,Exportação/Vedações,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10018,10015,Inspeção Sanitária de Origem Animal,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10019,10015,Segurança e Medicina do Trabalho,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10020,9997,Registro de Trabalho Portuário/Órgão de Gestão de Mão-de-Obra,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10021,9997,"Registro de Marcas, Patentes ou Invenções",,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10022,9997,Infração Administrativa,,,X,X,X,,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
10023,10022,Multas e demais Sanções,,,X,X,X,,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
10024,10022,Interdição,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10025,10022,Apreensão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10026,9997,Registro de Direito Autoral,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10027,9997,Registro de Programa de Computador,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10028,9985,Serviços,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10029,10028,Ensino Superior,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10030,10029,Matrícula,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10031,10029,Financiamento Público da Educação e/ou Pesquisa,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10032,10029,Colação de Grau,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10033,10029,Exigência de Estágio Profissionalizante,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10034,10029,Transferência de Estudante,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10035,10029,Freqüência às Aulas,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10036,10029,Penalidades Disciplinares,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10037,10029,Colisão de Horário,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10038,10029,Vestibular,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10039,10029,Mensalidades,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10040,10029,Currículo Escolar,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10041,10029,Ingresso no Curso Superior,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10042,10029,Jubilamento de Aluno,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10043,10029,Criação e/ou Autorização para funcionamento de Curso Superior,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10044,10029,Omissão de Entrega de Notas,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10045,10029,Diplomas/Certificado de Conclusão do Curso,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10046,10029,Financiamento Privado da Educação e/ou Pesquisa,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10047,10029,Residência Médica,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10048,10029,Provão - Avaliação da Educação Superior,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10049,10029,Sistemas de cotas - Lei 10.558/2002,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10050,10029,Pós-Graduação,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10051,10028,Ensino Fundamental e Médio,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10052,10051,Mensalidade,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10053,10051,Matrícula,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10054,10051,Material Didático,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10055,10051,Exame Nacional de Ensino Médio / ENEM,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10056,10051,Penalidades Disciplinares,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10057,10051,Transferência,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10058,10051,Ensino Especial,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10059,10051,Exame Supletivo,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10060,10051,Merenda,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10061,10051,Transporte,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10062,10051,Educação Pré-escolar,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10063,10051,Educação Profissionalizante,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10064,10028,Saúde,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10065,10064,Repasse de Verbas do SUS,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10066,10064,Reajuste da Tabela do SUS,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10067,10064,Convênio Médico com o SUS,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10069,10064,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10070,10064,Ressarcimento ao SUS,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10071,10064,Genética / Células Tronco,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10072,10028,Sistema Nacional do Desporto,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10073,10028,Concessão / Permissão / Autorização,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10074,10073,Fornecimento de Gás,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10075,10073,Energia Elétrica,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10076,10073,Transporte Terrestre,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10077,10073,Transporte Aéreo - Aeroporto,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10078,10073,Radiodifusão,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10079,9998,Loterias/Sorteio,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10080,10073,Telefonia,,,X,X,X,,,X,X,X,X,X,X,,,,,,,,X,X,X
10081,10073,Transporte Aquaviário,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10082,10073,Serviço Postal,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10083,10073,"Tabelionatos, Registros, Cartórios",,X,X,X,X,X,X,,,,,,,,,,,,,,X,X,X
10084,9998,Jogos de Bingo e/ou Caça-níqueis,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10085,10073,Água e/ou Esgoto,,,X,X,X,,X,,,,,,,,,,,,,,X,X,X
10086,10073,Recolhimento e Tratamento de Lixo,,,X,X,X,,X,,,,,,,,,,,,,,X,X,X
10087,10028,Defensoria Pública,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10088,9985,Domínio Público,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10089,10088,Bens Públicos,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10090,10089,Locação / Permissão / Concessão / Autorização / Cessão de Uso,,,X,X,,,,X,X,X,,X,X,,,,,,,,X,X,
10091,10089,Terreno de Marinha,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10092,10089,Taxa de Ocupação,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10093,10089,Foro / Laudêmio,,,X,X,,,,X,X,X,,X,X,,,,,,,,X,X,
10094,10089,Terras Devolutas,,,X,X,,,,X,X,X,,X,X,,,,,,,,X,X,
10095,10089,Águas Públicas,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10096,10089,Bloqueio de Valores de Contas Públicas,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10097,10088,Imóvel Funcional,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10098,10097,Alienação,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10099,10097,Ocupação,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10100,10097,Reintegração de Posse,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10101,10097,Taxa de Ocupação,,,,,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10102,10088,Terras Indígenas,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10103,10102,Terreno Aldeado,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10104,10102,Restituição de área - FUNAI,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10105,10102,Demarcação,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10106,10088,Recursos Minerais,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10107,10088,Espaço Aéreo,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10108,10088,Patrimônio Histórico / Tombamento,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10109,10088,Ordenação da Cidade / Plano Diretor,,,X,X,X,,X,,,,,,,,,,,,,,X,X,X
10110,,DIREITO AMBIENTAL,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
10111,10110,Revogação/Concessão de Licença Ambiental,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10112,10110,Revogação/Anulação de multa ambiental,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10113,10110,Flora,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10114,10110,Fauna,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10115,10110,Transgênicos,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10116,10110,Agrotóxicos,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10118,10110,Unidade de Conservação da Natureza,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10119,10110,Gestão de Florestas Públicas,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10120,9985,Intervenção do Estado na Propriedade,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10121,10120,Desapropriação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
10122,10120,Desapropriação por Utilidade Pública / DL 3.365/1941,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
10123,10120,Desapropriação por Interesse Social Comum / L 4.132/1962,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
10124,10120,Desapropriação por Interesse Social para Reforma Agrária,,,,,,,,X,X,,,,,,,,,,,,X,X,
10125,10120,Desapropriação Indireta,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
10126,10120,Retrocessão,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10127,10120,Vistoria,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10128,10120,Servidão Administrativa,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10129,10120,Ocupação Temporária,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10130,10120,Limitação Administrativa,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10131,10088,Privatização,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10132,10120,Restituição de área,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10133,10120,Direito de Preempção,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10134,10120,Desapropriação de Imóvel Urbano,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10135,10120,Requisição de Bem Particular,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10136,9985,Intervenção no Domínio Econômico,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10137,10136,Política de Preço Mínimo,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10138,10136,Controle de Preços,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10139,10136,Controle de Abastecimento,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10140,10136,Importações,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10141,10140,Desembaraço Aduaneiro,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10142,10140,Regime ou Certificado de Origem MERCOSUL,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10143,10140,Veículo de Turista Comunitário MERCOSUL,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10144,10136,Incentivo,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10145,10144,PROAGRO,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10146,10136,Proteção à Livre Concorrência,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10147,10146,Venda Casada,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10148,10146,Preços Predatórios,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10149,10146,Acordo de Exclusividade,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10150,10146,Cartel,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10151,10146,Atos de Concentração,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10153,10136,Moeda Estrangeira,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10154,10136,Expurgos Inflacionários / Planos Econômicos,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10155,10154,Cruzados Novos / Bloqueio,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10156,10154,Poupança,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10157,9985,Organização Político-administrativa / Administração Pública,,X,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10158,10157,FGTS/Fundo de Garantia por Tempo de Serviço,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10159,10158,Atualização de Conta,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10160,10158,Liberação de Conta,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10161,10158,Juros Progressivos,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10162,10158,Localização de Contas,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10163,10157,PIS/PASEP,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10164,10163,Atualização de Conta,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10165,10163,Liberação de Conta,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10166,10157,Conselhos Regionais de Fiscalização Profissional e Afins,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10167,10166,Registro Profissional,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10168,10166,Multas e demais Sanções,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10169,10166,Questões Funcionais,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10170,10166,Exame da Ordem OAB,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10171,10166,Eleições,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10172,10166,Anuidades OAB,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10173,10166,Exercício Profissional,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10174,10157,Instituições Financeiras,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10175,10174,Liberação de Depósitos de Instituição Liquidanda,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10176,10174,Normatizações,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10177,10174,Remuneração de Ativos Retidos,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10178,10174,Cooperativas de Crédito,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10179,10174,Liquidação extrajudicial,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10180,10157,Fundo de Participação dos Municípios,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10181,10157,Seguro desemprego,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10182,9985,Dívida Pública Mobiliária,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10183,10182,Apólices da Dívida Pública,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10184,10182,Títulos da Dívida Pública,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10185,10182,Títulos da Dívida Agrária,,,,,,,,X,X,X,X,X,X,,,,,,,,X,X,
10186,9985,Agentes Políticos,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
10187,10186,Magistratura,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
10188,10187,Remuneração,X,X,X,X,,,,X,X,X,X,X,X,,X,,X,,,X,X,X,
10189,10187,Afastamento,,,,X,,,,X,X,X,X,X,X,,X,,X,X,X,X,X,X,
10190,10187,Processo Disciplinar / Sindicância,X,X,,X,,,,X,X,X,X,X,X,,X,,X,X,X,X,X,X,
10191,10187,Aposentadoria,,X,X,X,,,,X,X,X,X,X,X,,X,,,X,X,X,X,X,
10192,10187,Promoção,,X,,X,,,,X,X,X,X,X,X,,X,,X,X,X,X,X,X,
10193,10187,Remoção,X,X,,X,,,,X,X,X,X,X,X,,X,,X,,X,X,X,X,
10194,10186,Ministério Público,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10195,10194,Remuneração,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10196,10194,Afastamento,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10197,10194,Processo Disciplinar / Sindicância,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10198,10194,Aposentadoria,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10199,10194,Promoção,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10200,10194,Remoção,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10201,10186,Prefeito,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10202,10201,Afastamento do Cargo,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10203,10201,Remuneração,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10204,10201,Recondução,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10205,10201,Prestação de Contas,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10206,10201,Indisponibilidade de Bens,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10207,10186,Governador,,,X,X,,,,,,,,,,,,,,,,,X,X,
10208,10207,Afastamento do Cargo,,,X,X,,,,,,,,,,,,,,,,,X,X,
10209,10207,Remuneração,,,X,X,,,,,,,,,,,,,,,,,X,X,
10210,10207,Recondução,,,X,X,,,,,,,,,,,,,,,,,X,X,
10211,10207,Prestação de Contas,,,X,X,,,,,,,,,,,,,,,,,X,X,
10212,10207,Indisponibilidade de Bens,,,X,X,,,,,,,,,,,,,,,,,X,X,
10213,10186,Parlamentares,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10214,10213,Remuneração,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10215,10213,Afastamento do Cargo,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10216,10213,Recondução,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10217,10213,Prestação de Contas,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10218,10213,Indisponibilidade de Bens,,,X,X,,,,X,X,X,X,X,X,,,,,,,,X,X,
10219,9985,Servidor Público Civil,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10220,10219,Regime Estatutário,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10221,10288,Isonomia/Equivalência Salarial,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10222,10220,Estabilidade,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10223,10220,Enquadramento,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10224,10220,Recondução,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10225,10220,Acumulação de Cargos,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10226,10220,Reintegração ou Readmissão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10227,10220,Direito de Greve,,X,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10228,10220,Transferência,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10229,10220,Remoção,,X,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10230,10220,Regime Previdenciário,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10231,10220,Anistia Administrativa,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10232,10220,Reversão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10233,10220,Redistribuição,,X,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10234,10220,Disponibilidade / Aproveitamento,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10235,10220,Lotação,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10236,10220,Promoção / Ascensão,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10237,10220,Readaptação,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10238,10220,Estágio Probatório,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10239,10220,Nomeação,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10240,10220,Posse e Exercício,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10241,10220,Exoneração ou Demissão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10243,10288,Complementação de Benefício/Ferroviário,,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
10244,10288,Assistência à Saúde,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10245,10288,Assistência Pré-escolar,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10246,10288,Auxílio-Natalidade,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10247,10288,Auxílio-Reclusão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10248,10288,Auxílio-Funeral,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10249,10288,Salário-Família,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10250,10219,Pensão,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10251,10250,Provisória,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10252,10250,Concessão,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10253,10250,Restabelecimento,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10254,10219,Aposentadoria,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10255,10254,Invalidez Permanente,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10256,10254,Compulsória,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10257,10254,Voluntária,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10258,10219,Licenças / Afastamentos,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10259,10258,Dirigente Sindical,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10260,10258,Licença Capacitação (Aperfeiçoamento Profissional),,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10261,10258,Licença-Prêmio,,,X,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10262,10258,Doença em Pessoa da Família,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10263,10258,Tratamento da Própria Saúde,,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10264,10258,Gestante / Adotante / Paternidade,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10265,10258,Interesse Particular,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10266,10258,Serviço Militar,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10267,10258,Atividade Política,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10268,10258,Casamento,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10269,10258,Luto,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10270,10258,Amamentação,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10271,10258,Doação de Sangue,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10272,10258,Alistamento / Serviço Eleitoral,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10273,10258,Acompanhamento de Cônjuge ou Companheiro,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10274,10258,Exercício em Outro Município,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10275,10258,Licença por Acidente em Serviço,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10276,10219,Tempo de Serviço,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10277,10276,Averbação / Contagem de Tempo Especial,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10278,10276,Averbação / Contagem Recíproca,,,X,X,X,,X,X,X,X,X,X,X,,,,,X,X,X,X,X,X
10279,10219,Processo Administrativo Disciplinar ou Sindicância,,X,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10280,10279,Demissão ou Exoneração,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10281,10279,Advertência,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10282,10279,Suspensão,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10283,10279,Responsabilidade Civil do Servidor Público / Indenização ao Erário,,,X,X,,,,X,X,X,X,X,X,,,,,X,X,X,X,X,
10286,10219,Programa de Desligamento Voluntário (PDV),,,X,X,X,,X,X,X,X,X,X,X,,,,,,,,X,X,X
